Sentence	Predicted	Label
友達が今年から年賀状辞めてLINEにするらしい。私も毎年悩んで結局。年賀状出してるけど、思い切ってLINEに統一しようかなー。悩む。	1	1
幼稚園でママ友できるか心配してたけど、そこそこ楽しく交流。小学校ではママ達と会う機会が無さ過ぎてびっくり！小学校違うママ達とは連絡取り合わないと一気に疎遠になりそう。	1	1
3歳次男。まだ旅行中や遠出する時はベビーカー乗せてるけど、何歳くらいまで大丈夫なのかな。持ってるベビーカーの規定は20キロまでだけど、そろそろ卒業させたい。	1	1
昔はWi-Fiあるファミレスが珍しかったけど、今はWi-Fi無いと珍しいと思ってしまう。	1	1
早く寝ても遅く寝ても起きる時間は同じになってしまう。	1	1
スマートウォッチ欲しいけど使いこなせるか心配で買うのを躊躇してしまう。	1	1
たまに1人で電車に乗ると「いつも何してたっけ？」と手持ち無沙汰になってしまう。	1	1
店員さんの接客態度があまりに酷いと「帰ったら苦情メールしてやる！」と思いますが、大体帰宅すると忘れてる。その程度の沸点。	1	1
昔少しだけやっていたNaverまとめ。見込み額が416円で振り込み可能みたいだけどいつ確定になるのかな？？？申請忘れそうな人多そう。	1	1
コーヒーは好きだけどカフェインが苦手。なのでジョナサンのカフェインレスコーヒーは有難い。ガストやバーミヤンでも出ないかなー。	1	2
コロナの影響で営業時間短縮で11時開店のお店。仕方ないけど、幼稚園のお迎えまですぐだし、せめて10時開店にして欲しいー。	1	1
私が思うママ友の定義。「○○いる？」の質問に即答で「欲しい！」と返せる関係。	1	1
6歳長男と3歳次男の仲良い時と喧嘩中の温度差が激しくて疲れる。仲良い時は本当に微笑ましいんだけどなぁ。	1	1
30分在宅ワーク→30分家事を繰り返してるとあっという間に夜になる。あまり疲労感も無いしおすすめです。	1	1
昨日の夜はブログのタイトルフォントを少し変えるだけで1時間かかってしまった。でも前よりスッキリして満足。	1	1
おはようございます！今日は、依頼作業を進めるのと、ランサーズで何件か提案をします。提案（滅多に無いけど）全部が通ると作業量がオーバーするし、かといって全然提案しなくても収入が無くなるし調整が難しいです。	1	1
運営サイト。ランサーズでのアピールにもなると思って意識高い系目指してたけど、やっぱりゆるゆる系に。無理しないでコツコツ行く方が、私の性格にはあってるかな。意識高い憧れるけど。	1	1
夫が家族の予定を把握しない上に、「11月の予定送って！」とか急に言ってくるので、TimeTreeを導入。カレンダーを共有化した。それでも！見ない！入力しない！でも「予定教えて?」て聞かれた時に確認してもらえるので多少はラクに。仕事の予定でいっぱいいっぱいなのかな。	1	1
宅配装い強盗怖すぎる	1	1
お互いFF外の人にコメントしたい時の導入にいつも困ります。「はじめまして！」「FF外から失礼します！」「突然のコメント失礼します！」とかやっぱり付けた方が良いのかな。	1	1
幼稚園でまたお手紙交換が流行ってるらしい。長男の時は流行り出した頃1通ももらえなくて凹んでた。今回も次男もらえてないけどら「へぇーまた流行ってるんだ」と思える位に。	1	1
懸賞やろうかなと思ったけど、宅配装い強盗のニュース見ると怖くなってしまう。依頼してなくても「当選？」と思って開けちゃいそうだ。	1	1
コッタのパンキッド。当たる気満々だったのに、外れたー。またやらないかなー。	1	1
「母は強し」って言うけど、「自分が強くなるか」「自分が潰れるか」の2択しか無い気がする。子供にまつわる書き切れない様々な出来事。精神的に強くならなければとてもじゃないけど無理！！	1	1
あすけん。せっかくプレミアムにしたのに、いつもカロリーオーバーになってしまう。ちゃんと節制しないとな。	1	1
ランサーズ。提案数が30以上の案件に選ばれると嬉しいですね。提案文は文字数は気にせず、かなり熱く記載してます。	1	1
警察犬。無事に見つかったみたいでよかった！	1	0
子供の宿題の音読。ちゃんと聞いてないと文を飛ばして読む。ずる賢い事ばかり考えるわ。	1	1
料理中だけど横で全裸の次男がバスボール握りしめて待ってる・・・。圧がすごい。	1	1
家事のやる気スイッチ。誰かに押して欲しい?。	1	1
1週間の速さが光速なみに早い。あっという間に年末になりそう。	1	1
クラウドソーシングあるある。なんだかよく分からない依頼内容だけど報酬が高い。なんだかよく分からない依頼内容なのに応募数が多い。そして数日後、突然の依頼キャンセル。	1	1
SNSはいつ身バレしても良いと思ってやってます。前にブログバレした人の話で「元々バレても恥ずかしくないブログを意識して書いてたから、ノーダメージだった」とあり、なるほどなぁと思いました。	1	1
今テレビに出てるタワマン強盗被害者の人。素人じゃない感がすごいと思って見てたら元タレントさんだった。	1	1
やっぱり宅配便は今度から外に置いておいてもらおうかな。犯行の様子が怖すぎる。	1	1
カフェで在宅ワークの仕事するの憧れるけど、家とどっちが効率良いのかな。	1	1
幼稚園時代。お友達の誕生パーティーで仲間外れにされ泣きながら母親と帰宅。その記憶が強く私は「幼稚園では友達が少なくて上手く遊べない子だった」と思ってた。最近、母親がたまたま当時の日記を見せてくれた。実際は沢山のお友達と毎日のように遊んでた事に衝撃。記憶って不思議ですね。	1	1
年賀状、今年こそ辞めようかなぁ。皆んなLINEやってるし切り替えても問題なさそうだけど。	1	1
子供の寝かしつけ。子供が寝たらあれやって、これやってと考えてるうちに、いつも寝落ちしてしまう・・・	1	1
GOTO eat予約してみました！土日は結構混んでるみたいですね。ポイントちゃんと付くのかドキドキ。	1	1
記事執筆は正解が無いから納品後はいつもドキドキです。その点、集計や検品作業は答えが分ってるいるので多少は気が楽です。	1	1
株とか投資とかやってみたいけど、怖い気持ちも。人に教えられる位理解しないと怖いだろうなー	1	1
夕飯はなんだかやる気がなさ過ぎてガストに来てしまった。ダメ主婦だ。	1	1
子供達が楽しそうだからいいか。	1	1
次男のお弁当。レパートリーほぼ毎回同じだ。。。	1	1
ずっと売り切れてたクリエイトの除菌ティッシュがようやく買えた！しかも個数制限無し。良かった！！	1	1
子供達の兄弟喧嘩。怒り方が私にそっくり。はぁ・・・。	1	1
インフルエンザ の予防接種早く予約しないとな。	1	1
やる事が沢山あるのに、子供とエンドレスUNO・・・	1	1
子供達とUNO。早く終わらせる為に常に本気。	1	1
シカゴの映画。またAmazonプライムでやらないかなー。	1	1
最近夫の帰りが遅いー。テーブルカバー買おうかな。	1	1
次男が幼稚園入ってから、長男の分も含めて予定がワケワカメ。しっかり管理出来てるママ尊敬する。	1	1
今日は水曜日のダウンタウンやるんだ！見なければ！！	1	0
デンマークダイエットで友達が痩せてた！やりたいけど、日曜日に予約した焼肉食べ放題終わってからだな。	1	1
久しぶりに覆面調査応募しようと思ったけど、狙ったお店の予約が取れなくて断念。	1	1
デンマーク式ダイエット気になってブログ検索したら、2日目で更新途絶えてた。やっぱりキツイのかなー。	1	1
おはようございます！今日は、●依頼作業→20件●記事執筆→情報収集●ブログ→1000文字追加です。昨日は色々怠け気味だったので今日は頑張ります！	1	1
ここ最近気になっているデンマーク式ダイエット。リバウンド率も高いらしい。やる理由を見つけるのは簡単だけど、やらない理由を見つけるのはもっと簡単。迷うならやるべきか！	1	1
寝起きに甘えてくる次男が可愛い。	1	1
お買い得！と思って買ったステキな服も管理が下手すぎていつもヘロヘロに。洗濯に強い服の方が結局コスパが良い。	1	1
朝、着替える前にヨガ&ラジオ体操をやるように。肩こりが少し楽になったかな。	1	1
子供が用意した水筒忘れてるー。	1	1
図書館にも行って本を返さなきゃな。割と近いのでつい返却が後回しになってしまう。	1	1
子供に水筒届けて、図書館行って、買い物しに行かなければ！	1	1
少食だと思っていた長男。大盛り蕎麦をペロリと食べてた。中学生とかになったらすごい食べるんだろうなー	1	2
今日は天気が良いので外出がきもちよいです。秋晴れ良いですね。	1	2
今週末もどこも混みそうかなー。	1	1
図書館の駐輪場の人。すごい態度が横柄だったけど、色々言われて大変なんだろうな。	1	1
芸能人のひき逃げ。車乗らない選択肢は難しいのかなー。	1	1
小学校に熊とか怖すぎる	1	1
鬼滅の刃の年賀はがき、受注発注か。人気出そう。予約しようかな。	1	1
子供に水筒届けに行ったら嬉しそうでした。私も子供の様子を見れて良かった。	1	2
野菜安かったから調子に乗って買い過ぎたー。重い。	1	2
IKEA久しぶりに行きたいなぁ。遠いけど定期的に行きたくなる。	1	1
IKEAのシナモンロールが食べたいー	1	1
なんか雑誌が読みたくて図書館で2020年1月の雑誌を借りてしまった笑	1	1
寝不足が続くと一日寝たきりになることも。結局毎日、きちんと睡眠を取る方が結果的に効率的なんだと実感。	1	1
暇な時にすること。スマホの画面整理とTwitterの予約投稿。	1	1
圧力鍋。買う前は使いこなせるか心配だったけど、今は無いと困るれべるに。超絶便利！	1	0
図書館で借りた去年の雑誌。感染症予防の特集にコロナが載ってなくて何か新鮮だ。	1	1
最近また寝るのが遅くなってきて寝不足気味です。夜更かしは百害あって一利なしなのに。	1	1
在宅ワーク中はAmazonプライムでカフェミュージックをよく聞きます。捗る！	1	0
昔3日間断食したら、3キロ痩せて1キロだけリバウンド戻った。でももう年齢的に無理かなー。	1	0
小学1年生の長男。鍵を持たせるか迷う。まだ早いかな。	1	1
今日は久しぶりに公園へ。必ずと言っていいほど、誰かしら知り合いに会います。私も子供も楽しかった！	1	1
今日は在宅ワーク中にミルクフォーマーを使って丁寧にカフェオレを入れました。すごく美味しかった！カフェオレだとコーヒー少な目で済むしカフェイン苦手な人にもおすすめです。	1	2
ランチタイムだけとかの週1のパートないかなー。外に出たい欲が高まってきた。でも在宅ワークの方が都合は良いから悩ましい。	1	1
おしりたんてい。こんな時間にもやっているんだ。	1	1
嬉しい言葉と嫌な言葉。心により強い影響があるのは嫌な言葉の方。嬉しい言葉をもっと大切にしていきたいです。	1	1
圧力なべのオニオンスープのレシピ。体にも良さそうだし。何より簡単そう。	1	1
日曜日の焼肉食べ放題に備えて減量中。食べ放題のメニューを眺めてニヤニヤしてます。	1	2
わが家の子どもたちは鼻歌が多い。特にトイレ中。暇なのかな。	1	1
Twitterまだまだ初心者。2000人とか3000人とかフォロワーさんがいる人たちすごい！自分も頑張ろう！	1	1
漫画好きで在宅ワークしている気性が穏やかだけどお喋りとお酒好きなママ友ができますように。	1	1
1日100ツイートしてる人もいるんですね。すごい！	1	1
電動歯ブラシ買おうか迷う	1	1
あっという間に11月やー！	1	1
長男次男全く同じ物を買わないと大騒ぎするようになった。特に次男がひどい。	1	1
ケンタッキーの鳥の日パック。なんで29日じゃなくて28日なんだろう。	1	1
車欲しいけど事故るの怖いから無理だなー。ずっとペーパードライバーだ。	1	1
ケンミンショー久しぶりに見た。旅行行きたいな。	1	1
ビデオでとったのばっかり見てるからたまにリアルタイムでテレビ見るとcmがやだなー。	1	1
夫がダイエット中なのにお菓子を買ってきて勧めてくる笑	1	2
レベルEの漫画。久しぶりに読みたいなー	1	1
すき焼きに卵美味しそう?	1	1
夫に焼肉食べ放題。ビールも頼もうと言ったら、「ビールを飲む余裕があるなら肉を食べろ！」と力説された。	1	1
この時間のケンミンショーは飯テロ。	1	1
嵐解散までもう少しかー。寂しいな。	1	1
赤こんにゃく食べた事ないなー	1	1
赤こんにゃく、見た目グロい。	1	1
飛び出しぼうやに似たキャラ。実家の近くにもいる。	1	1
ステンレスの卓上ポット買おうかなー。	1	1
子供達が「オレオ買っていい？」と聞いて良いよーと言って会計したら、2つ入ってた。油断も隙もない。	1	1
次男が幼稚園で大好きな女の子に猛アタックしてるらしい。ウザがられてないか心配。	1	1
うなき茶漬け美味しそう	1	1
ケンミンショーずいぶん長くやってるなー	1	1
最近ダウンタウンの凄さを感じてる	1	1
ダウンタウンDX最近テレビ見てないから知らない人ばかりだ。	1	1
子供達、寝ないと早く寝てーと思うけど、寝てしまうと少し残念。矛盾。	1	1
カフェイン無しの飲み物を探してたけど、結局白湯が一番手軽な気がしてきた	1	1
カレー年360日ってすごい。	1	1
以前書いた記事にコメントが沢山ついてました！肯定的なコメントが多く安心。反響があると嬉しいですね。	1	2
記名執筆はメリットデメリットありますね。メリットになるような記事執筆をこころがけたいです。	1	1
ブログ記事。次は何を書こうかな。ダイエット記録とか実益を兼ねてやってみたい。	1	1
お気に入りの耳かきが行方不明。困る	1	1
メルカリは値引き交渉ありきの価格で出品してるので、そのまま売れるとかなり嬉しいです。	1	0
はじめてのアコムこのキャッチコピーに毎回感心してしまう。	1	1
もうクリスマスシーズンか。終わったら今度は正月だ。	1	1
ランサーズでBUYMA登録の仕事多いけど、提案してる人も少ない。大変なのかなー。	1	1
キッチンの作業スペースもう少し広くしたいな	1	1
ランサーズ、小まめに見てると掘り出し案件に出会えることがしばしば。チェックは必須ですね。	1	1
アレクサ買おうかな。レビュー見てたら欲しくなった。	1	1
焼肉食べ放題楽しみすぎるけど、多分大して食べられない予感。でも、ワクワクするのも楽しいし。	1	2
綾瀬はるか見ると和む	1	1
一度子供達と寝落ちしてしまうと、その後起きてもずっと頭痛が・・・。何でだろう？？？謎。	1	1
ディズニー300億の赤字。はやくコロナ終息しないかな。	1	1
おはようございます！寒くなってきましたね。今日も一日コツコツ積み上げ頑張ります。	1	0
アップルウォッチ見れば見るほど欲しい。でも高い！迷うなー。	1	1
肩こり解消のためにホットヨガ行きたいけど、近くのホットヨガでコロナの人が出てしまった。昔、肩こりで手も動かなくなった時にホットヨガで改善されたからまた行きたいな。	1	1
コロナの話題がニュースに1日1度も出なくなるのいつになるんだろう。	1	1
コロナ収まっても「第二のコロナ！？」的なネットニュースの見出しが出そう	1	1
「ここの壁汚れてるよ?」と教えてくれるけど拭かない夫。子供達が乳児の時にも「なんか泣いてるよ?」て教えにきたな。	1	1
ユニクロのLINEチラシ送られてくるとついつい欲しくなってしまう?。断捨離中なのに笑	1	1
毎朝日課にしてるナノケア。メルカリで新品安く買えたので良かった！目元を温められるので、眼精疲労を抱えてるライターさん達にもおすすめです。	1	1
バス通園から徒歩通園になって沢山のママさんと交流ができるように。でもバス通勤メンバーの濃くて狭い環境も良かったな。今度記事にしてみよう。	1	1
さぁ。10時までには家事を一通り終わらせなければ！	1	1
朝、どっちらけの部屋を見るとげんなり。夜片付ければいいんだけど、結局朝にも子供が汚すしなー。	1	1
溜まってた段ボール一気に片付けた！すっきり！	1	0
今日幼稚園で先生に「次男君はしっかりしたお兄ちゃんタイプで私達も助かってます！」って言われてびっくり！家ではザ・次男なのに。	1	2
前に会った中学の友達。役員もしっかりこなしつつブレない考え方でカッコ良かったな。芯の通った人間になりたい。	1	1
またメルカリで無駄遣いしてしまったぁ！	1	1
来月は目標金額達成できるかな。この3カ月ずっと達成できてたのでちょっとプレッシャーです。	1	1
結局どこに行っても人間関係は人生の大きな課題ですね。できるだけ自分で自分を嫌いにならない生き方をしたいです。	1	1
うーん。クライアント様に見出しチェックしてもらいたかったけど、ログインしていない様子。先に記事を書いてしまうか迷う……。	1	1
とりあえず修正入っても良いから書いちゃうか。	1	1
伸びが良いブロガーさんは本人にも勢いがあるな。見習わなければ。	1	1
近所のご自由にお持ち下さいの米ぬか。とうとう今日もらってきた。レシピ調べないと。	1	1
今日も天気が良くて気持ち良い！やっぱり日の光は人間に大切ですね。南の国で過ごしたい	1	0
洗濯物ようやく干しました	1	1
他の子たちを見てると手作りマスクの子少なくなった気がする。普通に買えるようになったからかな。	1	1
マッサージの記事書いてるとマッサージ行きたくなるし、食べ物の記事書いてるとお腹が空く。我ながら単純。	1	1
久しぶりに記事を書いたらスピードが落ちた気が。。。毎日書かないとだめだな。	1	1
お昼ご飯終了！記事納品までしちゃおう！	1	0
子供達が帰ってくる前に少しゴロゴロしてたい。帰って来たら寝るまでノンストップだ。	1	1
納品完了～。どうなるかなー。	1	0
ランサーズ初めての頃、評価で「★3」をもらってしまいショックを受けたことが。納品後、すごく喜んでもらえ、しかもその後、再依頼があったにも関わらずです。思い切ってクライアント様に聞いた所、特に何も考えずにつけてしまったとの事で、事務局にも連絡してもらい「★5」に変えてもらえました。	1	1
ライターにとって評価って本当に命綱ですよね。そして、「一度登録した評価は変えられません」と記載ありますが、双方で合意があれば当時は変えられました。結構昔の話なので今はダメかも知れませんが……。	1	1
私の場合は再依頼まであったので思い切って聞けましたが、1回だけの依頼だとただ凹んで終わってしまいそう。	1	1
同級生で穏やかだった友人。友人が警察官になって数年後。「〇んだ方が世の中の為になる人間がいる」とか言いだして闇を見た気がした。	1	1
デザインとかイラスト書けるようになったら在宅ワークの仕事の幅ももっと広がるんだろうな	1	1
超PayPay祭くじで800円当たったけど、これはすごいのか？？？判断が難しい。1600円以上で利用可みたい。	1	1
アグレッシブな人が羨ましい。体力付けないとなー	1	1
家の鍵問題どうするか長男とも相談しないとな	1	1
子供のことで悩んでると母親になったんだなーと実感する	1	1
育児にまつわる夫から言われてカチンときた言葉。「子供に風邪を引かせないようにしてね」無理っす。	1	1
この人、人間関係に恵まれてるなぁと思う人って結の人自身が魅力的だったりしますね。	1	1
アレクサ、アプリでインストールできた。使えるかなー	1	1
昔、共働きなのに家事を全くしない夫と話し合い。「だって家事を覚えたら次からしなきゃいけなくなるだろう！？」の言い分に脱力した思い出。	1	1
今週もお疲れ様でした！来週はもう11月。	1	0
雲パン美味しそう	1	1
子供達と何故かデカ盛りハンターを見てる。8000キロカロリーすごいな。	1	1
マスク冬用の買わないとなー	1	1
米ぬかはじめて飲んだけど、きなこみたいで美味しい！	1	0
ハッピーセット、またプラレールが始まるからしばらくマックばかりになりそう。	1	1
米ぬか。パンに混ぜて焼くことにした。どうなるかなー。	1	1
おはぎ美味しそう	1	1
ACジャパンのCM。心に刺さる作品作れるのは才能ですね。	1	0
明日のハロウィン。何かしたいけど今年はあまりやらないかなーら、	1	1
5Gどれくらい早いのかな。	1	1
次男は寝たのに長男が何故か熊のように部屋をウロウロしてる。寝てくれー。	1	1
伊藤健太郎もったいないな。事故は仕方ないにしても逃げちゃうのはだめだよね。	1	1
マスククリップとか、ヘアアクセサリーとか色んなアイデア商品考える人すごいなぁ	1	1
今週は天気良い日多そうで良かった。、でも寒そうだな。	1	1
食パン発酵中。ふくらみか足りなくて追加。未だに調整が難しいな。	1	1
ハリーポッターやってたの忘れてた	1	1
ハリーポッター久しぶりに見るとやっぱり面白い	1	1
そういえばハリーポッター結末知ってる状態で見るの初めてだ。	1	1
ハーマイオニー可愛い	1	1
ホグワーツ親目線で見てると絶対に入学させたくない。	1	1
ハリーポッター見てるとUSJ行きたくなってくる	1	1
また白髪染めないとなー。	1	1
子供の寝かしつけに行った夫が帰ってこない・・・	1	1
金曜ロードショーCM長いのがネック。あ、トイレ休憩なのかな	1	1
ホグワーツ怖すぎ	1	1
アメブロでフォローしているブロガーさん達が一気に同じ商品紹介し出すと複雑な気持ちになってしまう	1	1
早くCM終わらないかなー。	1	1
いよいよクライマックス	1	1
気になっていたどう考えても、単価と内容のバランスがおかしな案件。やっぱりキャンセルになった。提案しなくてよかった。	1	1
トビー強いな	1	1
ハグリッド最初は好きじゃなかったけど、最後は好きなキャラになった。	1	1
水1日1.5リットルといってもなかなか飲めない。	1	1
ハリーポッターだんだんシリアス展開になるんだよね。	1	1
来週も見ないと！	1	1
髪も染めなければ	1	1
明日また夫が子供連れ出してくれるらしい。たまには一人でどこか行こうかなー	1	1
だんだん寒さが冬の気温になってきた。風邪を引かないようにしないと。	1	1
体調が悪いと考え方までネガティブに。健康な体になりたいー。	1	1
おはようございます！毎朝、ラジオ体操とヨガを日課にしはじめました！昔と比べて体が明らかに固くなってます。老後に向けて体のメンテナンスも大切ですね。今日も頑張ります！	1	1
壁の角に貼ったコーナーガードが何度も落ちてしまう。	1	1
Amazonプライムでもハリーポッターやらないかなぁ	1	1
ハリーポッター効果でHuluの加入者増えてそう	1	1
米ぬかで作ったパン。甘味があって美味しい！また作ろう	1	0
米ぬか、おから  パウダーよりも使い勝手良いかも。	1	0
ママ友ランチ会。たまに何故この集まりに呼ばれたんだ？という事も。誘われるのは嬉しいので、有り難く参加してます。	1	0
夫に布団二階に上げといてと頼んだら、本当に上げただけ。干すまで頼まないとダメなのかな?。	1	1
メルカリで頼んだ次男の着ぐるみ。ハロウィンで使う予定じゃ無かったのでいつでも良いと入れたんだけど、今日の午前中に間に合うように発送してくれた。優しい人だ。	1	1
子供達、マック行く前に公園でも少し遊ばせたいな。	1	1
仲の良い友達なら3日くらいLINEの返信無くても全然気にならないけど、知り合って間もない人だと、半日返信ないだけでソワソワしてしまう。	1	1
午後はフリーになるけど、家事をするか外に出掛けるか未だに悩んでる	1	1
気の合う人よりも合わない人の方につい注意がいってしまいがち。今の気の合う人達との仲を深めた方が良いのに何故だろう。	1	1
未だに年賀状出すか出さないか決めかねるー。結局年末になって出すことになる予感。	1	1
幼稚園の大人しそうな年中さんの女の子。鬼滅の刃にハマってるとママから聞いてびっくり！鬼滅の刃がこれだけブームになるわけだ。	1	1
子供の頃に渡されたおもちゃの指輪を大事に持ってるような人が好き。	1	0
ツイッター検索がポンコツなのか、わたしがポンコツなのか	1	1
ちょっと肉体労働して睡魔が	1	1
美しいものを摂取しないと。	1	0
しいて言うなら高瀬舟かなぁ	1	1
ごんぎつねは時々作業中に歌ってしまう	1	1
言語置換能力を上げたい	1	1
世界史が好きだった。先生の話面白かった。	1	1
世界史はなんか物語聞いてる気持ちで授業聞いてた。	1	1
動悸息切れめまい…これが鯉	1	1
洋楽ではMIKAが好き	1	1
おやすみ世界。今夜はカレーよ。	1	1
元気でいたいけどそうもいかないことってあるよね。ままならない世の中だなぁ	1	1
バックトゥーザフューチャーの曲がどこからか聞こえてくる。	1	0
29度で涼しいって思うってやばくない？前はこれで暑いって思ってたのに。	1	1
あ、13日の金曜日	1	1
最強の武器は素手	1	1
それはそうとウォーキングデッドの季節が今年ももうすぐやって来ますね。	1	1
男はすっこんでろって言う女は非常に好き	1	1
何で動物のもふもふは可愛いのに、人間はつるすべが良いんだろ。	1	1
心恋って言葉初めて知ったや	1	1
ソーラン節とか花笠音頭とか	1	1
小学生か幼稚園の頃はカービィのなんか踊った	1	1
月見さん頭痛です。多分台風のせい	1	1
今夜は焼きそば&ちょっと焼肉です	1	0
温泉行きたいなぁ	1	1
猫アレルギーにとっては地獄だな	1	1
DM見てわあああってなった。名前とアイコンだけです。	1	2
確実に狂ってるなぁって。	1	1
え、九月って62日まででしょ？	1	1
フォロワーのフォロワーはフォロワーだと思ってた……	1	1
流鏑馬見たことあるよ。	1	1
ようこそ 消費税10%の世界へ	1	1
funny bunny…よき。	1	1
ポテトサラダにはマヨネーズと塩胡椒そしてからし……	1	1
月見は今日はケーキ焼きチャレンジです	1	1
でも私はかぼちゃの色でしゃっくり止まったことない。	1	1
恋に身を滅ぼすことを「秋の鹿は笛に寄る」って言うんだって。へー。	1	1
じょーかーいいなぁとTLで見るたびに思ってる、みにいきたい	1	1
田舎の欠点：思い立っても映画館がない	1	1
踏んだり蹴ったりじゃないですか	1	2
吉四六さん好きだったな	1	1
メイシーちゃんの仕掛け絵本好きだった	1	0
踊り手とか歌い手とか実況者とかって一般人なんだけど、有名になれば少し遠い存在になるの、関係性が好きだな。	1	1
胃が痛い…電話嫌い…	1	1
hspとはまだ折り合いがつけれてない	1	1
語学も気になってたけど先生に惹かれて文学に行ったんだ。あの先生のゼミに入りたくて。	1	2
レポートは表作ってそれの解説していく方法がやりやすくて好きだった。	1	1
冬のうに?ぁーさるすたじおじゃぱんは綺麗だよ	1	1
ショートケーキ！って感じのショートケーキだ！可愛い！	1	0
君がため惜しからざりし命さへ　長くもがなと思ひけるかな	1	1
いいおなかの日か	1	1
目玉焼きって醤油とソースでよくバトってるけど、うちは塩胡椒なんだよなってよく思う	1	1
どうも、萩野です。（違います）	1	0
銀だこ！！！！うらやまし！！！！	1	0
トングで威嚇するしない結構好き	1	1
さっきからBUMPがTLにちらちらしてにゃあああってなっている。	1	0
寝よ寝よこんな時間じゃ	1	1
今日大事な日なのに血祭り 数ヶ月ぶりなので重くならないことを祈るしか無い	1	1
ゆーちゅーぶで偶然聴いて耳から離れなくなってしまった。	1	1
コメダ近くにないな…	1	1
ラブホ女子会楽しげ	1	1
クリスマスイブか	1	1
今日ね、夕方から死ぬかもしれないから生還したら私は偉い()	1	1
嬉しかったのでスクショした	1	2
あけましておめでとうございます！！！今年もよろしくお願いしますーーーー！！！！	1	0
お腹も痛いから気分が下がるるる……	1	1
ガレットデロワ	1	1
きつね色のあたたかでパリパリした語感	1	1
まさおかしきしきしきし	1	1
キャッツを観るか我慢するか	1	0
れんこんの天ぷら好き	1	1
ハリネズミかわいいよね…	1	1
おれはかまきりって懐かしいよな。	1	1
フォロワーさん成人式か。おめでとう！	1	0
白系統の柔らかい色好き	1	1
昨日はちょっとしんどくて早め(当社比)に寝た。回復した。	1	1
今日これからちょっと頑張んないといけないので、ネプリを御褒美に頑張ろうと思う	1	1
それはそれとして月見甘いもの食べられないんだよね、苦手で。	1	1
京言葉は学生時代必修だったけどあんまり覚えてないんよな	1	1
すごく眠い授業だったことだけは記憶してる　あとぷりん賛歌	1	1
めがてらさんの歌うアボカド好きなんだよな	1	1
豆スープおいしそ	1	0
ワ、新型ウイルス関西に…	1	1
しぶは主に閲覧用	1	1
推しが可愛い	1	2
納豆がまずハードル高いかなぁ	1	1
サスペンダーって良いよね。	1	1
怖くないっていうのは大抵怖いのがセオリー	1	1
今日は病院DAY	1	1
dmのいいねっぽい機能…使い方がよくわからない	1	1
バレンタインだと言えばそれはバレンタインなのだ　だからまだバレンタイン	1	1
YANKEE推しわかる	1	1
好きフォロワーが久々に浮上してる！　……という夢を見たのさ。	1	0
筋肉にお願いだ　って感じ	1	1
腹痛大魔神…………	1	1
身体が最近バキバキ	1	1
関西弁はいいぞ　母国語だ(？)	1	1
ちょっともう寝るわ…眠気大明神がが	1	1
地獄温泉ってあるよね	1	1
フォロワーさんたちが雪降ってるって言うから外見て降ってなくてしょんぼりした　関東の話かぁ…	1	1
いいねで意思表示できないの不便	1	1
玄米茶が好き	1	1
ダークライって色んなものと戦わせられてるよなって。	1	1
頭が痛くて一旦寝る　現実が地雷…	1	1
定期的に良いものを摂取するのは必要だな	1	0
昔のディズニー映画が好きだな　今のも嫌いではないんだけども　味がある感じ	1	0
昔　母がでずに映画とかのビデオ揃えててくれたから、昔のは大体見たことあるのが嬉しい	1	1
アメリ良いですよね…	1	0
ズオウとヒイタチ今でも歌える	1	0
ラプンツェルは序盤と最後らへんが好き	1	0
ゴーテルが落ちる瞬間ラプンツェルが手のばしてるの見るとグゥ…ってなる	1	0
ゼロのmv観れるとか贅沢の極みじゃん…すき……	1	0
ちょっとベッド破壊してました。	1	1
学校でバーベキューはしたことないわね　焼き芋ならあるけど	1	1
起きたくないってぐずったら寝かしつけてくるフォロワー笑った　好きですおはよう	1	1
軽率に平井堅のアイシテルのMVを見てしまって泣いてる　あれはあかん…泣く…	1	1
中学は市民プールだから掃除しないし、高校は…よく分からんかったな	1	1
鮭のムニエルって美味しい	1	1
指の綺麗な人は憧れ	1	0
最近プロモーションが増えた気がする	1	1
今日の私はハピハピハッピーデイ	1	1
奇声を発しそうなので、腹におにぎりを詰めて来ました。少し落ち着きました。	1	2
漫画読んでたらこんな時間ですよ	1	1
眠くてブチ切れそう　切れない	1	1
えるれ、好きです	1	1
TRPGは最初の時にろくな説明もないままにいきなり始まっていつのまにか終わってたので苦手意識ある。	1	1
猛者じゃん…	1	1
素敵なものを眠る前に見られたhappy	1	2
やめられないとまらない	1	1
なんかずっと気分悪いのよね	1	1
小説のアニメ化ドラマ化ってそういう事故あるから分かるすごく分かる	1	1
ウグイスがめっちゃ鳴いてる	1	0
最近もらってばっかで、そろそろお礼参りに行かにゃならんと思っている	1	1
訳あって今たい焼き作ってる	1	1
カレーパン最近食べてないなぁ	1	1
夏の虫が鳴いている。	1	1
カワウソのぬいぐるみ前から気になってるのんフォロワ買っててすごく欲しくなってるけど駄目です	1	1
腹が筋肉痛ですわ	1	1
洗濯機のデリバリー	1	1
飯が食える食えるぞ　飯が食えるぞ	1	1
私の武器はミニサイズのピコピコハンマー	1	0
みかん食べたくなってきた	1	1
可愛い女の子は目に入れても痛くないんじゃないかって気がする	1	1
数時間前に雨風やばくて一旦目が覚めた　ごごごごって音がしてた	1	1
